#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 08 16 21 22 999 99.0 99.0  1.69  8.33  6.07  84 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 16 21 52 999 99.0 99.0  1.79  7.69  5.73 105 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 16 22 22 999 99.0 99.0  1.72  8.33  5.81  99 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 16 22 52 999 99.0 99.0  1.65  8.33  6.09 104 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 16 23 22 999 99.0 99.0  1.58  7.69  5.79 111 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 16 23 52 999 99.0 99.0  1.61  7.69  5.97 108 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 00 22 999 99.0 99.0  1.56  8.33  5.95 104 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 00 52 999 99.0 99.0  1.54  8.33  5.87  99 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 01 22 999 99.0 99.0  1.52  7.69  5.83  99 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 01 52 999 99.0 99.0  1.55  7.69  6.05  87 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 02 22 999 99.0 99.0  1.51  7.69  5.87 106 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 02 52 999 99.0 99.0  1.59  7.69  5.93  91 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 03 22 999 99.0 99.0  1.46  7.14  5.63 108 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 03 52 999 99.0 99.0  1.61  8.33  6.22  85 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 17 04 22 999 99.0 99.0  1.51  8.33  6.03  80 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 17 04 52 999 99.0 99.0  1.64  7.69  6.07  95 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 17 05 52 999 99.0 99.0  1.52  7.69  6.11  91 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 06 22 999 99.0 99.0  1.41  7.69  6.15  88 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 06 52 999 99.0 99.0  1.56  7.14  6.05  99 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 07 22 999 99.0 99.0  1.45  7.14  5.85 108 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 07 52 999 99.0 99.0  1.50  7.69  5.64  90 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 08 22 999 99.0 99.0  1.55  7.69  5.83  90 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 08 52 999 99.0 99.0  1.39  8.33  5.81  83 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 09 22 999 99.0 99.0  1.52  8.33  5.97  85 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 09 52 999 99.0 99.0  1.31  9.09  5.85  95 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 10 22 999 99.0 99.0  1.35  7.69  6.03  91 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 10 52 999 99.0 99.0  1.39  9.09  6.12  85 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 17 11 22 999 99.0 99.0  1.33  8.33  5.95  90 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 11 52 999 99.0 99.0  1.48  9.09  6.20  95 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 12 22 999 99.0 99.0  1.27  9.09  5.94  85 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 12 52 999 99.0 99.0  1.31  8.33  5.91  87 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 13 22 999 99.0 99.0  1.24  9.09  5.78  92 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 13 52 999 99.0 99.0  1.32  9.09  5.95  83 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 14 22 999 99.0 99.0  1.29  8.33  5.86  85 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 14 52 999 99.0 99.0  1.25  9.09  5.87  92 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 15 22 999 99.0 99.0  1.35  9.09  5.89  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 15 52 999 99.0 99.0  1.33  9.09  5.74  92 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 16 22 999 99.0 99.0  1.36  7.69  5.98  91 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 16 52 999 99.0 99.0  1.30  8.33  5.87  76 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 17 22 999 99.0 99.0  1.31  8.33  5.73  87 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 17 52 999 99.0 99.0  1.31  9.09  5.73  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 18 22 999 99.0 99.0  1.33  8.33  5.70  80 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 18 52 999 99.0 99.0  1.25  8.33  5.70  90 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 19 22 999 99.0 99.0  1.27  7.14  5.58  84 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 19 52 999 99.0 99.0  1.35  9.88  5.73 104 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 20 22 999 99.0 99.0  1.31  9.09  5.88  88 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 20 52 999 99.0 99.0  1.30  8.33  5.54  88 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 21 22 999 99.0 99.0  1.26  8.33  5.60  87 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 21 52 999 99.0 99.0  1.20  8.33  5.45  92 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 22 22 999 99.0 99.0  1.22  9.09  5.79  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 22 52 999 99.0 99.0  1.26  8.33  5.77  90 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 23 22 999 99.0 99.0  1.24  9.09  5.66  98 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 17 23 52 999 99.0 99.0  1.19  7.69  5.81  80 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 00 22 999 99.0 99.0  1.24  9.09  5.58  87 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 00 52 999 99.0 99.0  1.24  9.09  5.66  87 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 01 22 999 99.0 99.0  1.17  9.09  5.53  78 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 01 52 999 99.0 99.0  1.17  9.88  5.33 104 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 02 22 999 99.0 99.0  1.18  8.33  5.37  88 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 02 52 999 99.0 99.0  1.22  8.33  5.48  81 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 03 22 999 99.0 99.0  1.23  9.09  5.46  92 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 03 52 999 99.0 99.0  1.19  9.09  5.32  85 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 04 22 999 99.0 99.0  1.09  9.09  5.15  91 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 04 52 999 99.0 99.0  1.13  8.33  5.44  91 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 05 22 999 99.0 99.0  1.17  9.09  5.54  94 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 05 52 999 99.0 99.0  1.16  8.33  5.61  85 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 06 22 999 99.0 99.0  1.13  9.88  5.43  98 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 06 52 999 99.0 99.0  1.13  9.09  5.61  94 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 07 22 999 99.0 99.0  1.08  9.09  5.59 102 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 07 52 999 99.0 99.0  1.13  9.09  5.48  98 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 08 22 999 99.0 99.0  1.13  8.33  5.41  88 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 08 52 999 99.0 99.0  1.10  9.09  5.42  99 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 09 22 999 99.0 99.0  1.09  9.88  5.08  91 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 09 52 999 99.0 99.0  1.05  8.33  5.12  99 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 10 22 999 99.0 99.0  1.10  9.09  5.45  95 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 18 10 52 999 99.0 99.0  1.06  9.09  5.30 102 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 11 22 999 99.0 99.0  1.11  9.09  5.59 101 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 11 52 999 99.0 99.0  1.07  9.09  5.47 102 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 12 22 999 99.0 99.0  1.09  9.09  5.38  92 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 12 52 999 99.0 99.0  1.10  9.09  5.44 106 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 18 13 22 999 99.0 99.0  1.00  9.88  5.28 105 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 13 52 999 99.0 99.0  1.07  9.09  5.66 109 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 14 22 999 99.0 99.0  1.05  9.09  5.42  92 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 14 52 999 99.0 99.0  1.09  9.09  5.36  97 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 15 22 999 99.0 99.0  1.01  9.88  5.32  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 15 52 999 99.0 99.0  1.04  9.09  5.44  88 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 16 22 999 99.0 99.0  1.06  9.09  5.58  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 16 52 999 99.0 99.0  1.03  9.09  5.37  88 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 17 22 999 99.0 99.0  1.06  9.09  5.50  84 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 17 52 999 99.0 99.0  1.02  9.09  5.46  90 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 18 22 999 99.0 99.0  1.02  7.69  5.59  94 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 18 52 999 99.0 99.0  1.07  9.09  5.43  85 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 19 22 999 99.0 99.0  1.03  9.09  5.31 106 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 19 52 999 99.0 99.0  1.02  9.88  5.34 115 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 20 22 999 99.0 99.0  1.15  9.09  5.28  99 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 20 52 999 99.0 99.0  1.10  9.09  5.31  91 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 21 22 999 99.0 99.0  1.10  9.09  5.17  92 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 21 52 999 99.0 99.0  1.08  8.33  5.26  92 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 22 22 999 99.0 99.0  0.98  8.33  5.23  95 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 22 52 999 99.0 99.0  1.06  9.09  5.40  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 18 23 22 999 99.0 99.0  0.97  9.09  5.26  85 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 18 23 52 999 99.0 99.0  1.01  9.09  5.39  91 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 00 22 999 99.0 99.0  1.05  9.09  5.32  84 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 00 52 999 99.0 99.0  1.00  8.33  5.21  90 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 01 22 999 99.0 99.0  1.01  8.33  5.30  97 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 01 52 999 99.0 99.0  0.96  9.09  5.37  85 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 02 22 999 99.0 99.0  0.96  9.09  5.76  90 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 02 52 999 99.0 99.0  0.96  9.09  5.49  92 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 19 03 22 999 99.0 99.0  1.03  8.33  5.59  80 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 03 52 999 99.0 99.0  0.94  9.09  5.09  97 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 19 04 22 999 99.0 99.0  1.02  9.09  5.28  95 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 19 04 52 999 99.0 99.0  1.02  9.09  5.35  99 9999.0 999.0  30.2 999.0 99.0 99.00
2010 08 19 05 22 999 99.0 99.0  0.97  7.69  5.13  88 9999.0 999.0  30.2 999.0 99.0 99.00
2010 08 19 05 52 999 99.0 99.0  1.00  7.69  5.15  85 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 19 06 22 999 99.0 99.0  1.04  9.09  5.32  98 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 19 06 52 999 99.0 99.0  0.99  8.33  5.01  88 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 07 22 999 99.0 99.0  1.01  8.33  5.19  98 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 07 52 999 99.0 99.0  1.07  9.09  5.19 101 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 08 22 999 99.0 99.0  1.02  7.69  4.84  85 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 08 52 999 99.0 99.0  1.10  8.33  5.26  88 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 09 22 999 99.0 99.0  1.10  9.88  4.87 108 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 09 52 999 99.0 99.0  1.10  8.33  4.80  92 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 10 22 999 99.0 99.0  1.13  7.14  4.97  99 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 19 10 52 999 99.0 99.0  1.09  8.33  5.05  91 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 11 22 999 99.0 99.0  1.03  6.25  5.02  97 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 11 52 999 99.0 99.0  1.09  9.09  5.26 101 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 12 22 999 99.0 99.0  1.09  7.14  5.12 105 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 19 12 52 999 99.0 99.0  1.12  9.09  5.15  97 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 13 22 999 99.0 99.0  1.19  6.67  5.19 121 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 13 52 999 99.0 99.0  1.12  5.56  5.01  94 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 14 22 999 99.0 99.0  1.15  5.56  5.12  95 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 14 52 999 99.0 99.0  1.07  9.09  5.03 106 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 15 22 999 99.0 99.0  1.12  5.56  5.10 109 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 15 52 999 99.0 99.0  1.11  6.67  5.02 119 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 19 16 22 999 99.0 99.0  1.11  6.25  5.01 121 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 19 16 52 999 99.0 99.0  1.17  5.26  5.08 106 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 19 17 22 999 99.0 99.0  1.14  6.25  5.03 119 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 17 52 999 99.0 99.0  1.06  5.26  4.95  88 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 19 18 22 999 99.0 99.0  1.16  6.25  5.04 118 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 18 52 999 99.0 99.0  1.16  5.88  4.99 109 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 19 22 999 99.0 99.0  1.15  5.56  4.92 108 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 19 52 999 99.0 99.0  1.16  5.56  5.03 115 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 19 20 22 999 99.0 99.0  1.19  5.26  4.98 118 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 20 52 999 99.0 99.0  1.16  5.56  4.91 102 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 21 52 999 99.0 99.0  1.16  6.25  4.96  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 22 22 999 99.0 99.0  1.24  5.56  5.17  92 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 22 52 999 99.0 99.0  1.10  9.88  5.14 114 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 19 23 22 999 99.0 99.0  1.04  5.88  4.89  90 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 19 23 52 999 99.0 99.0  1.09  5.56  5.00  81 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 00 22 999 99.0 99.0  1.10  5.56  5.02  94 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 00 52 999 99.0 99.0  1.17  5.88  5.21  84 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 01 22 999 99.0 99.0  1.07  6.25  5.07  98 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 01 52 999 99.0 99.0  1.08  5.88  5.13  88 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 02 22 999 99.0 99.0  1.06  6.25  5.07  87 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 02 52 999 99.0 99.0  1.07  5.88  5.22  98 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 03 22 999 99.0 99.0  1.04  5.88  5.15  91 9999.0 999.0  30.2 999.0 99.0 99.00
2010 08 20 03 52 999 99.0 99.0  1.03  5.88  5.04 104 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 04 22 999 99.0 99.0  1.00  5.56  5.00 106 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 04 52 999 99.0 99.0  1.06  5.88  4.99  88 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 05 22 999 99.0 99.0  1.11  6.25  5.15  91 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 05 52 999 99.0 99.0  1.00  6.25  4.96 116 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 06 22 999 99.0 99.0  1.06  9.09  5.19 106 9999.0 999.0  30.1 999.0 99.0 99.00
2010 08 20 06 52 999 99.0 99.0  1.14  5.88  5.03  88 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 07 22 999 99.0 99.0  1.07  5.88  4.94  99 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 07 52 999 99.0 99.0  1.08  5.88  5.32 123 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 08 22 999 99.0 99.0  1.16  6.25  5.49 123 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 08 52 999 99.0 99.0  1.21  6.67  5.49 144 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 09 22 999 99.0 99.0  1.14  6.67  5.42 130 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 09 52 999 99.0 99.0  1.27  5.88  5.57 129 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 10 22 999 99.0 99.0  1.34  6.25  5.62 142 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 10 52 999 99.0 99.0  1.19  5.88  5.56 119 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 11 22 999 99.0 99.0  1.25  6.67  5.64 119 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 11 52 999 99.0 99.0  1.20  6.67  5.61 132 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 12 22 999 99.0 99.0  1.18  6.25  5.74 116 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 12 52 999 99.0 99.0  1.10  6.25  5.85 111 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 13 22 999 99.0 99.0  1.11  6.25  5.77 119 9999.0 999.0  30.0 999.0 99.0 99.00
2010 08 20 13 52 999 99.0 99.0  1.12  6.25  5.71 130 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 14 22 999 99.0 99.0  1.12  6.67  5.78 129 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 14 52 999 99.0 99.0  1.18  6.25  5.64 122 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 15 22 999 99.0 99.0  1.20  5.88  5.38 119 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 15 52 999 99.0 99.0  1.04  6.25  5.29 123 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 16 22 999 99.0 99.0  1.09  7.14  5.41 135 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 16 52 999 99.0 99.0  1.13  6.25  5.40 119 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 17 22 999 99.0 99.0  1.12  6.25  5.60 106 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 17 52 999 99.0 99.0  1.10  7.14  5.56 122 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 18 22 999 99.0 99.0  1.10  6.67  5.51 135 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 18 52 999 99.0 99.0  1.06  7.14  5.63 121 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 20 19 22 999 99.0 99.0  1.10  6.25  5.57 112 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 20 19 52 999 99.0 99.0  1.08  6.67  5.75 119 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 20 20 22 999 99.0 99.0  1.13  6.67  5.72 132 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 20 20 52 999 99.0 99.0  1.03  7.14  5.58 118 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 20 21 22 999 99.0 99.0  1.08  6.25  5.50 122 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 20 21 52 999 99.0 99.0  1.15  5.88  5.36 119 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 20 22 22 999 99.0 99.0  1.11  6.67  5.18 104 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 20 22 52 999 99.0 99.0  1.12  6.25  5.11 118 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 20 23 22 999 99.0 99.0  1.03  6.67  5.15 114 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 20 23 52 999 99.0 99.0  1.02  9.88  5.34  94 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 00 22 999 99.0 99.0  0.94  7.14  5.07 112 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 00 52 999 99.0 99.0  1.02  6.67  5.22  97 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 01 22 999 99.0 99.0  0.98  7.14  4.92 118 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 01 52 999 99.0 99.0  1.06  9.88  5.20  78 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 21 02 22 999 99.0 99.0  1.04  6.25  5.30 111 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 21 02 52 999 99.0 99.0  1.04  9.88  5.33  90 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 21 03 22 999 99.0 99.0  1.08  9.88  5.05  88 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 21 03 52 999 99.0 99.0  1.15  5.88  4.70  94 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 21 04 22 999 99.0 99.0  1.15  6.25  4.62 105 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 04 52 999 99.0 99.0  1.12  9.88  4.85  95 9999.0 999.0  29.9 999.0 99.0 99.00
2010 08 21 05 22 999 99.0 99.0  1.14  9.88  4.92  81 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 05 52 999 99.0 99.0  1.17  6.67  4.91 125 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 06 22 999 99.0 99.0  1.18  6.67  5.00 112 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 06 52 999 99.0 99.0  1.21  6.67  5.32 119 9999.0 999.0  29.6 999.0 99.0 99.00
2010 08 21 07 22 999 99.0 99.0  1.31  5.56  5.24 126 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 07 52 999 99.0 99.0  1.23  5.88  5.46 129 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 08 22 999 99.0 99.0  1.29  5.88  5.68 132 9999.0 999.0  29.5 999.0 99.0 99.00
2010 08 21 08 52 999 99.0 99.0  1.42  6.67  5.88 132 9999.0 999.0  29.6 999.0 99.0 99.00
2010 08 21 09 22 999 99.0 99.0  1.32  6.67  5.75 135 9999.0 999.0  29.8 999.0 99.0 99.00
2010 08 21 09 52 999 99.0 99.0  1.26  6.67  5.68 136 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 10 22 999 99.0 99.0  1.44  5.88  5.82 126 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 10 52 999 99.0 99.0  1.38  6.25  5.64 129 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 11 52 999 99.0 99.0  1.35  5.88  5.85 122 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 12 22 999 99.0 99.0  1.28  7.14  5.84 132 9999.0 999.0  29.6 999.0 99.0 99.00
2010 08 21 13 22 999 99.0 99.0  1.31  7.14  5.89 132 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 13 52 999 99.0 99.0  1.28  6.25  6.00 123 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 14 22 999 99.0 99.0  1.28  6.67  5.85 140 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 14 52 999 99.0 99.0  1.30  7.14  6.01 121 9999.0 999.0  29.6 999.0 99.0 99.00
2010 08 21 15 22 999 99.0 99.0  1.22  6.67  5.93 109 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 15 52 999 99.0 99.0  1.28  7.69  6.02 121 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 17 52 999 99.0 99.0  1.34  7.69  5.98 114 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 18 22 999 99.0 99.0  1.22  7.14  5.87 125 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 19 22 999 99.0 99.0  1.20  6.67  5.87 112 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 19 52 999 99.0 99.0  1.30  7.14  6.04 115 9999.0 999.0  29.7 999.0 99.0 99.00
2010 08 21 20 52 999 99.0 99.0  1.21  6.67  5.87 109 9999.0 999.0  29.7 999.0 99.0 99.00
